house_uuid;latitude;longitude;end_devices_count
e160e0f2-b63b-4f26-b80a-0f46ba890fa8;54.155398;48.019974;37
fed4ac08-d482-4a24-9266-6032f104c13b;54.604145;48.922933;16
90f68185-3bac-4a77-9e76-febfea9aa04a;54.32334;48.403374;36
01101241-412c-4815-8c01-71ca519aa2d9;54.32963;48.478213;42
e43c4e22-8595-4a0e-a973-f3b089c8b059;54.19255;49.50288;18
e0a88315-8fcf-4688-9158-bd45b0887df8;54.191542;49.407395;16
852d93e8-f9f3-4b5c-be1d-e0380c54e78b;54.24562;48.26146;16
b0d99ca8-e95d-46d0-bfff-8d8a15c23e55;54.309291;48.389316;48
cfe64d3a-24b7-4cfe-8869-7e29497d11a1;54.358334;48.843917;18
25842da6-50b9-436e-8867-6b6a3708ab2c;54.23235342615697;49.59416396560619;72
b364cb79-d3a5-4339-92d4-e8201f7fd098;54.367189;48.728457;16
c0d95208-4dca-4793-9a5c-51fddfc0c69f;54.331316;48.399736;11
2b585d90-1e02-4ee5-8c33-1f9bc4d23546;54.29134;48.31261;66
bb2872c8-f976-4ca8-af9a-eb3d3b4c029e;54.289352;48.296026;108
b396ef96-9298-475c-86f3-6d6c01054413;54.38018;48.599674;40
6823ce62-8d3e-46f4-a37c-160380a66776;54.29912;48.33022;160
eca04a5c-5f81-4fcc-bd02-30fdb90ff539;54.268004;48.283297;255
6afc39f7-6397-40a0-8bb5-5053f2db2dfa;54.270307;48.324943;34
1eccf671-ac65-44d0-8c74-d3b0b18fb95e;54.30825;48.38166;80
6a2ec711-d12c-4e57-87e1-cbcbf8c55eed;54.331174;48.534843;12
27f91868-7b18-4bfb-965e-4dc2ac934924;54.263145;48.331015;30
6982a135-09fd-4204-a1b0-f9b44cde8371;54.292168;48.298155;38
943ec776-58c3-44b2-bbf5-4a412db4db18;54.38758;48.61188;469
1b07d610-49d8-45c6-8f18-fa77af974163;54.294459;48.301452;30
fa263cbb-0575-4860-9693-df5f28bfe30b;54.28775;48.30155;100
59c0bcaa-8c8d-4c8e-8b3c-a0b733ae9354;54.05168606;47.11739761;16
b4e7d468-d9a8-4abe-ac3b-1287ba6b37c0;54.272993;48.280449;142
a35478d2-ecb7-4aa2-92d3-9d7eec25d5d5;54.348658;48.546296;46
0fcd97c2-272a-4d7c-82e7-40974e419e42;54.2366;49.5645;70
e85bcb14-c464-43ac-ae45-c9e0a2e3c5bf;53.713985;48.354084;13
987abf9f-416c-4c1d-b261-a2b5f2ad7ba3;53.65024;47.102111;80
97f96043-a2f1-4724-8fe6-ab8261fad026;54.053369;47.124452;27
60cbeb22-c630-4908-8536-89579225a48a;54.25951;48.3372;93
0b5a6af1-880b-497e-acae-f3674c705312;54.357416;48.350958;144
35417355-12ac-4ff7-9719-0c2907668e0f;54.591752;48.152241;16
5a5f777a-189d-419c-bcc1-d69588346bd8;54.2215;48.29278;51
774a2f7c-eb8f-4d6f-aff2-d412d16d6c51;54.2664;48.32746;136
dca989bf-91e2-47f1-9c95-31a96a8ce7bc;54.290255;48.306482;78
3121aa08-f281-4c69-b07a-be91a3aaa77e;54.22781;49.55737;50
b65d5efe-ee85-4c45-b8cd-39b81cc445d8;53.71869;48.352745;18
cfbcc897-50c1-4b09-9c37-8ed293ac3426;54.38232;48.554678;64
cae2d4e7-9e6a-479d-ae40-fecbec0787ec;54.26541;48.32671;32
695ef62d-adee-4051-855b-3087d39e7d31;54.320615;48.365043;82
2f321b2f-c984-4654-be89-e181fca55167;54.35668;48.35061;176
4468f6cd-dcad-40c8-a5c0-18cfce68958e;54.278445;48.312959;406
d36f75f1-81d7-4af6-a257-bc05bf67e8d9;54.313635;48.396386;76
d1eb8d61-bb3d-4f95-834c-7d12057938b7;54.231785;49.556874;120
82ab0c44-d43d-4a90-958e-1eabe5749bff;54.10997447;47.62324017;27
1002df63-04de-45a3-90f4-c1a18d058ec1;54.3989;48.3708;16
2ac93361-8420-45c7-af74-eef55d9141c0;54.241657;49.570439;144
94187a36-8c14-4d70-9e91-d14f24ecbb77;54.216573;49.585315;144
11c22053-eafc-4b6d-af90-7be632382aed;54.28957;49.56302;36
21b38f68-7d04-4eb5-b12a-a449fcd341b6;53.943106;49.483024;16
866a79fc-90b6-462f-8815-1914902e4598;54.314712;48.397508;23
dbdedf85-b2d3-467a-93bc-3db2e727b9f7;54.293056;48.325859;32
d7afea65-217c-445b-a819-e1bfdc3332b0;54.289646;48.310794;136
93f9ca4a-358c-49d0-878b-6a048c3be7f5;53.721216;47.545807;22
1355edee-4baa-42a4-934d-1169e677ea85;54.2607;48.33533;119
57e4d48e-f33f-4823-af81-dcda484f11c4;54.321255;48.400392;21
68b22743-4124-4140-957c-dcf4ab66b2db;53.650613;47.109486;16
dc38c133-6560-46e6-8fe1-524e43a03e14;54.166685;46.971828;16
03a0768d-9c38-4f37-8df4-84e084e69679;54.266873;48.275113;200
0dae9f67-e736-4a87-9f43-f87e0d55f2f9;54.233548;49.565408;159
e4333d1f-e620-41fc-ac82-dfbe16854281;54.42433;48.250113;22
c0b026b7-ebe6-4914-95db-797b14cafa31;53.990941;48.328464;57
78e19749-869e-4286-9806-8958c3b3e88c;54.271053;48.284527;100
e0e1d16c-05a5-44e0-a2de-bee453000622;54.233953;49.603883;33
270ef859-0c2f-4f71-bdf9-05084962c877;54.331557;48.400518;12
0ff1b642-69b5-4735-9ad2-93f3b491ad01;54.152351;48.390214;60
a2d5d92c-e289-4e53-b877-d4656d71136c;54.230464;49.557225;70
d88f1494-5326-4214-a443-892851c2a2d9;54.534924;48.949227;11
257319a1-baad-4ffa-a2d2-e0ff1cfa5a6c;54.305556;48.32019;26
177501da-57aa-44a7-95f7-58c028da47ab;53.94654;47.657009;11
723e5009-1da6-402a-ae3a-8a6dbc74e99e;54.33182;48.55117;27
3a7905a0-cffb-4cc4-a49f-d9d979d8c744;53.71885;48.354389;12
295c58bc-0500-475e-9d10-80f4bad45439;54.347624;48.338866;269
add32259-cccb-4370-b892-2109c536b40b;54.37721;48.59794;180
2bc4181b-5e16-4086-9552-72fb34c76168;54.326711;48.399997;68
827b94e9-9d31-4d9e-86ca-b196b0a89834;54.35204;48.36406;54
9ac2949f-062d-4482-9cac-027e8f57924d;54.3478;48.2518;16
5e2c28ed-2410-4b23-a2ae-399215921243;54.23398;49.559803;70
acf1406d-8bf1-4cb7-bb0d-37c3d26a0bbe;54.151407;48.377503;78
dba01996-31e5-4885-8331-bbc5196df737;54.2122;49.6063;104
2b7b33fd-49fe-433d-a8ab-f6699b48fad1;54.332639;48.475033;11
1c47415b-1473-49cd-a8df-03436d86055c;54.349771;48.541023;156
4cc7ff51-c1b1-45ac-be86-5f966d9a94ac;54.34415;48.39587;165
2919d374-5218-4269-b8ef-76427efa66db;53.906124;49.777554;24
864f2f15-7200-49d9-b5d5-6de8ca9bb987;54.15979;48.022624;18
e887ed9c-b0d9-4421-8216-a2ad1e38acdf;53.149783;47.735387;18
3f906dee-b57a-4bf7-93ac-eddcedf8bc50;54.513391;47.958178;18
9835a30b-d49e-4fc8-9b54-b7b02d500fec;54.338282;48.542263;72
c3c36069-2a1b-49b5-aa6c-31e6302ed78d;54.377831;48.596854;126
0a3d8ebb-1443-4bb5-bce6-be8a26f1ab45;54.188223;49.400792;25
2acbf0d6-62b7-4481-9ee4-04782a935860;54.2821;48.29932;126
f706e111-4787-41ae-bdc1-03f10979395a;54.27647;48.28513;82
3dec2d85-4f9d-4986-937f-b3f0458aa83f;54.273446;48.328329;159
28f03ad3-3731-42bb-be82-42bb49126ca7;54.330334;48.472365;24
be7af1a6-8011-4df0-bbc3-b5f9e296b0af;54.337521;48.396619;72
f4883e60-fb2e-4fdf-a7f5-8f21fbe3e882;54.351912;48.361612;60
3bf8e5f4-194e-4c6d-a290-539a217acd13;54.219168;49.624266;16
f2e55ac0-325d-46d2-9d21-c5920970b26e;54.244488;49.579045;40
4b341f1b-950d-47bf-b109-fc3d7ea2bfff;54.312064;48.357111;75
f1578dd5-de23-4094-b269-f2b85ce46e88;54.33243;48.39066;180
137631fa-ea7d-477b-ba33-455773ed297c;54.289441;48.308396;116
4cbc8b75-f22a-4e4a-ad94-9705a58abaa9;54.275874;48.340178;12
90d784fa-1348-441f-8627-5c0fecac0f4b;54.35705;48.34982;176
5e329f72-4fc1-4cb3-bb24-ff5d7e706f74;54.47041811;46.71262532;18
8cccb39c-9e81-4dc7-a8b0-ab0b76002398;54.4834337;46.70252564;16
e9bc41f3-615e-4df9-b5c8-1fba81bcbd16;54.288374;48.36675;64
4d93c979-31d3-4d5e-b75f-dc7a56d7af95;54.343368;48.372859;12
d000ab87-a75d-41f3-97ae-dad6aa6a53df;54.281788;48.309312;88
7427c887-5814-481e-bb91-17791a8c000f;54.335022;48.490763;70
5f22dc7c-b6cf-4753-8912-b03458729123;54.349918;48.547752;31
8b56ac0d-8bd4-4a4c-a5b7-40366e1547b9;54.26512;48.32753;62
5942351e-0558-4b22-af57-d2f87159f401;54.3403;48.53799;42
049d1795-8031-4d50-9ee0-87b12463252b;54.331499;48.469832;12
d7cad7f7-5b82-45cd-9262-5c0bd6709886;54.21195;49.601377;143
68d7e502-aa1f-48be-a57d-bba8b8610f48;54.0572;47.1295;27
3f3ca63e-cb29-46fd-96b9-b8d3bae1a151;53.149659;47.735109;27
3cc1d640-1210-437a-af9d-fcb06700297a;54.42565;48.249394;18
c9570225-b898-47ac-b204-55a59aa0d7b3;54.290255;48.319184;166
e85774c0-bcfd-4148-84b9-223a19847cbf;54.259953;48.328967;166
6a460696-f7f8-4863-9923-d867da8c75d0;54.23835;49.57304;36
23deec7c-e8c0-4b3e-9099-ffe06efb4abe;54.386247;48.562358;48
9300da1d-6593-469e-9257-b7dc79aa04b3;54.27056;48.33415;60
398db0a8-2834-45c4-a0e4-b2f6f5053341;54.38553;48.61342;147
4b30f965-82ba-4907-99e2-1d06bb8f3eba;54.25983;48.32687;56
72eb0ecd-8c02-498a-81cf-9e43c686beac;54.339731;48.378716;11
4053e09d-6f27-4f28-b398-c5efd5201a7e;53.721359;47.549202;16
f15cec64-bc01-4003-b983-954ae70a05a8;54.604603;48.928952;18
69ce865f-9ef3-486b-af9f-8176e47eb957;53.70759;48.371924;36
66b5877a-6cfe-4897-8971-9217002c3c9d;54.29077;48.300212;130
51876c18-d9c2-4b91-b2cf-633e57f73f5c;54.364997;48.127295;18
feaab7cf-6e09-4f0f-9773-7707de295fc3;54.309097;48.390582;99
d2bb9fc5-b07c-4c68-90ee-14c05dc0b057;54.24102;48.24987;18
07177404-d73f-4467-97ef-5cc20343791e;54.277688;48.289504;95
d3cd5adf-f63f-4090-a113-f2eff0858b8e;54.2037;49.6039;54
b14db40a-47d2-4f04-91a1-70603aef0a23;54.349235;48.338983;24
ae800bbf-8b5e-4c03-9a15-02b948bfd55a;54.2182;49.5865;30
7c29046b-f90d-4b2f-b10d-748b7a444f62;54.302062;48.319427;12
afd45182-2e74-4ddf-8d05-05c55b4af9bb;54.26075;48.33384;271
a27283ad-273d-454a-8511-706119c43a1e;54.349167;48.546853;12
4ae77061-55be-4d17-8494-3c3abd61cb37;54.37665;48.58166;315
46062470-2e69-4068-ab8c-8ed265576a29;54.30595;48.34003;92
bb0ed3a4-2039-4923-934f-238720e58feb;54.21482;49.58765;100
b116b3a4-aca1-4f6c-8f18-bca69611cd2b;54.299908;48.376551;56
b8e15994-fb46-496b-bff8-d0c47e7ebb94;54.204594;49.615876;108
f7340303-8ca3-4135-a42d-0a200298f6a9;53.96297;48.791788;22
7e6d20e5-8037-4506-ac94-df788fbe736e;54.341526;48.377081;36
8b4d9212-594b-40cf-aea2-03b3402a9471;53.54523;47.68074;18
955a60db-4b0e-4f04-9c86-37a5e8c669a7;54.317002;48.402243;105
3db64e63-32ad-4b5c-8674-69f9fb9243b3;53.654819;47.104725;22
8557c128-1755-4e0e-b0d4-a85451dea5b1;54.358334;48.843917;18
cde18b28-ff89-4a6a-9ce9-110e6d970d80;54.331342;48.392765;48
b32c1f6f-f45c-4bd6-b6a0-c46a0580df7c;54.389896;48.580352;361
6eccaadb-90e9-41b7-abd4-cd8e4e2da9cd;53.958976;48.77013;27
30132309-0f80-4f7d-91d9-21cbe5a593f5;54.2428;49.5789;90
2f8b35c3-cd8d-4d44-affc-eca128c29dd2;54.270464;48.276011;160
fabe9b8c-fe35-4bc7-934e-451eaf074e16;53.951076;48.245118;15
8e5a6e4d-c826-4fa7-8f07-e33f751959df;54.342051;48.367648;118
73076902-1c3c-4cc8-abde-e7f22e9f3a2c;54.327483;48.398721;23
10a92ba8-b608-4737-8104-eb775e5ec4c0;53.559487;46.976482;16
7af3b586-9729-4459-9d33-fbb85b3bad1b;54.293298;48.299826;21
ffb2bcdc-e782-4590-a7ba-837031e74bcd;54.33551;48.50041;24
2381fb7e-7ac0-4716-a48a-0cd5bc01f810;54.23924;49.57148;40
1ffaf19c-511d-425a-a551-50a1b01e30b7;54.287034;48.308369;70
d2763c23-2ad5-4229-8afe-99deba9798df;54.30601;48.34814;86
240fbee9-384b-4dfd-8ffb-220d06ea33d2;54.280679;48.281096;120
88f771ba-0189-4287-8eaa-ddb904b8f78a;54.22013;49.61899;40
2f28f322-7f8f-4ccf-be6d-7e26fabb9039;54.367751;48.585706;298
969915e9-ef5d-42df-a507-f9fa8d95c3a8;53.627807;47.135402;22
0fc150c4-a47e-44e8-81e1-1643fae121c7;54.274287;48.280683;83
8e4243d5-ff49-4e32-b7c5-96a03b4eb0da;54.34987;48.54308;120
83a187ce-a045-4883-9617-a3dfedb91551;54.293398;47.389769;16
0c0af203-d493-4494-b50f-d55ffe5df96a;54.274471;48.29784;101
4ba7b04d-284d-4a55-882c-75664c469c8f;54.285016;48.286692;100
17bdb0b9-1575-45db-b67a-e0e12a922fbd;54.257607;48.324691;80
aa709af4-1794-46e9-b4ee-da5fae72bd6c;54.334697;48.403896;60
5f9acaa9-5c7c-4a48-ad15-b060b18f39e5;54.332765;48.540008;23
2e16c313-ba83-4307-ba63-48f495586272;54.235158;49.60029;129
5fe33ee8-d5d9-44f4-83e8-3a61afd50912;54.513203;47.955169;16
d9185539-f40d-4c19-8943-b6fcb5a82e32;54.283087;48.268106;83
e0eb05fe-54f8-43f1-9968-6b8e0e3beb60;54.30558;48.33238;45
1c10a310-f978-4c20-9f96-69d8833a483f;54.19255;49.50288;23
0c219929-7cd8-4e70-9cea-b6057f7794de;54.098373;47.345761;16
91b9f1a1-ccb5-47db-8580-86da99f073f6;54.146877;48.386037;24
61fe0812-c242-498e-be6f-8e71333a3b4a;53.85361;46.36503;90
fce3efee-20cb-4670-9432-863197078917;54.373169;48.57233;324
a4e9b7f0-40d4-4bcd-903d-d0ac8c917607;54.051894;47.11369;16
2d87d049-c294-4b0f-a6eb-f126594678c9;54.29255;48.32785;60
82cad2fd-0ce8-4a02-b92b-c5a885f498cc;53.963283;48.80034;12
92cfbc99-5148-459c-97d9-d3ca92222582;53.909471;49.768984;24
d5b61941-71a0-489e-a0c6-4487afe53f9f;54.3217815;48.4002155;16
4a47c12b-c903-491f-851f-7ff24dae4047;54.3458;48.251;18
d987dde4-0cdb-41d4-b079-a1b285ac3cd1;54.3664;48.37289;72
1bf85021-aebb-4b1f-8676-730ffbaff579;54.237158;49.557898;162
8a4e8ecc-8eda-4d9c-9bed-8252287921f3;54.2154;49.5888;128
326a2545-8222-49ba-91f6-78c716851a2e;54.191568;48.096717;16
47f17102-8666-4414-8b44-db2c5b1397f4;54.367189;48.728457;16
3a5b8e3b-a57a-4a49-9d57-a051f065d8b1;54.34627;48.351721;145
62f44e62-9462-4342-a76e-427aeb687064;54.244567;49.576251;72
0a74331a-dbfb-45ff-b0ce-541999ae32b8;54.212;49.5893;87
785f1a8f-82b9-48cf-82fc-de88101e1900;54.206948;49.930942;23
514778e8-894b-4105-a3f9-2150c2555e9a;54.2377;49.5734;44
20a11c73-be97-4883-b536-86a197572831;54.331967;48.537188;12
40a59a96-78c7-47a5-b771-9427dbf30f02;54.302598;48.38424;88
e8442a90-5527-4b4b-b065-3ee4659b2d7b;54.292626;48.299251;20
80dec64c-e15c-4299-9a8e-025b5b03fb2a;53.949301;47.65939;27
d83f76f3-8c18-426c-9212-c7c1ba515459;54.21726;49.64226;27
1e154fe5-7fe4-45b9-a5c5-f541f292a5fe;54.343494;48.375212;47
8501d77f-a735-4a40-8f19-f31a583e6693;54.335306;48.39882;80
097fb66e-26a4-4427-bffa-3f32c7563880;54.351098;48.846046;18
4d8cd09a-e509-4b15-9b48-84e023adcac9;54.346008;48.548291;29
000119ad-559e-4e9e-8bf1-068653a7bba7;54.102739;48.539586;93
6668e2e8-f269-4f65-ab40-e5072b7f1a54;54.14385;49.661618;18
191bedf6-3257-4b5d-aae5-39e9d2e7cdee;54.304873;48.317334;12
8db91616-768a-4f9d-9f6c-ad32087a0a14;54.22766;49.54815;24
78710d8d-e58e-4ecd-872a-dacfcb74d2c6;54.350002;48.364828;104
710d113f-fba9-4403-bfd0-114901bf56e8;53.85361;46.36503;118
fb79b43b-5992-4b66-a47c-8da4aed43ccd;54.243767;49.574203;110
d61bf742-9402-4ee7-90e6-ee79ecc21fee;54.34005;48.53835;60
8326704e-a968-43d2-a538-a90aa05e1366;54.285804;48.262959;51
11fa969e-e4f6-407d-bf8d-ad462f831cc7;54.33165;48.40546;63
e06212d2-5987-4001-981c-8f7ff22be3d5;54.302551;48.369535;111
49a26e76-73de-4474-8c50-e4ea479a3156;54.2104;49.6059;72
43079600-60d2-4c66-acdb-910214a14243;54.30708;48.34003;100
58c00d44-0fb5-46d0-bf6c-39677842c88f;54.29327;48.32265;13
066ed602-64bc-4fbe-8ae2-09a2b0d13d20;54.423529;48.28009;12
0b474a99-3338-47f8-adcc-876d0f3e18cb;54.34985;48.36699;64
7113b341-62ae-45dc-9307-51f3441a9786;54.296462;48.314783;16
0c71020e-6430-43da-a835-f9d6464b7531;53.145586;47.72821;28
97fdef5a-80cc-417e-be12-ac75b4e7e187;54.3458;48.2496;16
cee2192a-a05a-45e0-bf3a-28e09818756b;54.23494;49.54696;70
5e968f48-42a5-46f8-94c5-870d32d308b8;54.24176;49.56851;290
6798a9b4-ccf0-4e03-80c7-652e4f932a4d;54.30584;48.335058;244
6ffcd9fc-77b8-4486-a15c-8c25f1c395d5;54.457647;48.804688;81
e17db316-fb63-4a99-bd36-4ed383ec2ce4;54.255992;48.283395;18
f36e87da-12fb-4c58-8188-c506a3c9e835;54.347934;48.546386;31
3781599b-6c30-4e65-9fe3-108712a0da2a;54.346386;48.380072;16
f51c0353-0a24-4d61-9c4c-319e01b52bf7;54.348506;48.36984;12
dc35f793-a23c-41f8-bed3-2cbf2872b5f3;54.268997;48.326524;16
f14b4287-b2f1-4556-803c-8f6b23720605;54.30332;48.33522;60
97168a7d-05a9-4368-b994-51406936390f;54.235995;49.551134;83
d5894378-f409-42f9-abaf-1caf51561d2f;53.149783;47.735387;29
db1d329d-140b-4035-aff7-45b7d608a55d;54.240789;49.583482;37
f73edd32-169c-44bf-86b2-ac6ebb9fbc74;53.85;46.3395;16
a80dce03-0981-4bc9-87b8-474cb2ca7d00;54.01976;48.330611;19
3ca7677a-ed70-4e56-b9c9-8e9a6cfbfb99;54.256618;48.333647;146
d893df02-dcbf-45c0-98c4-4ff45e51face;54.210049;49.595493;44
9d2df111-1839-4149-8caa-e10a07c88d89;53.629271;47.133507;22
602c40df-cb24-4516-b3be-2bc13b3a0c5c;54.112267;48.39732;18
f87afa09-aec3-4cb0-9b70-42376aef9e00;54.320058;48.357641;192
6dcf0951-da26-42b2-8337-687fdeaab943;53.717363;48.365484;27
c2286d5d-54a0-4881-851f-c3d384f02659;53.149659;47.735109;37
e99ba560-12cc-48a3-9022-1e0cf4910871;53.848074;46.334977;12
e9f7b64e-a1ac-4fd5-8a76-425fc1304fb8;53.721088;47.237388;16
1e72b20c-26f2-4ee1-badc-53bd9c753f02;54.312548;48.360848;178
440f9ea7-6791-4bda-8d58-6b2f7c378d0f;54.299115;48.368655;12
e719e4cf-0fec-43ff-90bb-d0ecef95ac80;54.237363;49.569064;16
3e1873d5-3311-4501-aa77-bd3051a67976;54.33194;48.38748;37
a37104d5-0a7c-4207-a7a6-a0f97a2f0633;54.235743;49.558994;83
727b06bf-2add-4e72-bc2a-d10056ae9d1d;54.293398;47.389769;32
7b5329a8-8fad-4f84-9844-6b3985449580;54.26802;48.3334;60
038819dd-0cbe-401d-b8ca-bb68ae733abd;54.24092;49.57034;288
f961d17c-48ba-4aec-b476-2830cb6f505e;54.268551;48.32002;170
ea45e68b-6f4c-4866-b6b4-0bfa08e123cb;54.30247;48.33499;54
f818098e-32de-4ecd-b515-50f06e3ed885;54.30684;48.35133;192
1002ab95-df49-4dc2-92b9-26ed37a23302;54.264086;48.331509;64
44c706ba-fb51-4122-a27b-e398b7f7a7cc;54.25809;48.33659;63
1d45cb41-ab54-4b69-8bca-65542a0b1973;54.214656;49.591504;139
d91cd943-50fd-4f68-a75b-209a9754075b;54.290644;48.293816;107
dcc3bc53-28b1-4d49-a70d-1cf58ecf06f6;54.348648;48.389271;31
66cf7fb8-b9cb-423a-bcf3-d409caa840e4;54.30005;48.38148;88
b1b1d585-17f2-476c-b740-1ecb227dbb11;54.299777;48.317792;16
9f5f28a1-8ce0-428c-a3b9-3843275ebc83;53.959575;48.809772;18
54fa19d1-3f14-4144-a820-0ac9c04e2e82;54.292747;48.296555;16
b742194e-4ede-406f-ae7b-297c8c3270df;54.368349;48.587385;220
a0358d80-94c7-427d-a72c-292a1dc86e7a;54.281184;48.296017;64
ecc13b1c-a3b8-4a76-9fcd-beea53f9db1c;54.32124;48.47612;108
f1f256e9-3e14-420c-ab33-a39e8fed75a7;54.35793;48.38246;217
f2e214c0-e6a0-4a2a-bef6-c4e1040633e3;54.226006;48.822187;18
0821a866-21cf-4170-9226-949e0f9754ab;54.27662;48.34153;32
9264f496-4030-4007-9bbf-51b72d6785a8;54.30654;48.3307;64
73320bf6-6b27-4bd4-bb16-8a5e0ec483ce;54.341741;48.37815;17
e745b11b-95f7-43f5-8fc4-801e5eb11ee5;54.235;48.31213;12
f66e67cc-0a5e-4cdd-b20a-4d6469c19d8b;54.35023;48.50634;21
353f9387-c90b-4b00-b7cf-5a1766e4f84a;54.289493;48.369777;108
20c4513e-6458-4646-81d4-824ab410493f;54.319402;48.358908;96
bda4e1fd-9a51-45cf-970e-fcb8c2c5c24a;54.423633;48.171412;16
732d6ee4-3d10-4170-a8c5-49d0e9770bd1;54.513203;47.955169;37
fcafaea3-7662-41be-8002-40adc0644591;54.2209;49.637857;18
54337337-166a-4ed7-843b-2c5ee06b70ed;54.3024;48.33606;57
62de3e59-a43a-4d12-a9d7-61190906f065;54.284937;48.294606;217
db5c7503-8200-44fe-be80-663e2546a18b;54.233569;49.54631;70
2e16a5f9-15ff-4577-b42f-5069eedfd416;54.264102;48.329281;64
606b676b-2ba5-4505-ad50-ff01fead665d;54.354242;50.161979;15
ebf02831-96b4-4749-929b-298cfbdd667e;54.2064;49.6081;100
74c6b9f8-4784-444d-bbe4-bf73091df124;54.341426;48.385705;24
4d2557de-918d-4033-8589-0d918f710f4f;54.275222;48.331518;12
1dc2b027-cf83-429e-828d-d401081413ae;54.36758;48.35137;27
d362a15a-f2fb-486d-a838-dfd547e2f016;54.282267;49.085331;36
961f5ccc-5307-4f4f-bb2b-b1187eb724c0;54.228791;49.551332;167
1e780e41-3d62-4f14-9a4f-a5a5b3d4eb40;54.286776;48.317064;200
c5802cb7-b014-47e4-91cd-516c442a0dca;54.379137;48.600842;45
61896bc7-5277-4af5-9f77-128124b9d339;54.36022512;48.8462236;22
3f58ab76-b0f4-40da-949a-8da79b6aa70c;54.285972;48.315277;200
96b92a8a-cca3-49a5-b2ea-fbd6d3e14e53;54.26283;48.32433;161
44cec4da-26ec-4bf8-a17b-a258890db993;54.287617;48.294759;185
ec6515b2-fa9c-4903-a2a3-68a1c11cc1dd;53.544695;47.692574;18
a432dae9-3519-4d6a-ab75-984aeaca385e;54.268982;48.329461;16
e4435998-7d11-4874-902c-43e9476e0ae0;54.357332;48.533549;180
e75c67d7-5e23-4594-801e-c6d8b74c93a3;54.19255;49.50288;71
843444e2-6f8e-4387-8390-71928f1d963d;54.37961;48.59316;245
c337bb23-f060-453c-a420-dc500d34a2cf;54.278866;48.28989;175
36fa6264-2674-4bc9-9715-014243afa344;54.30012;48.33419;89
7b4bf81d-5853-4707-a35b-e89d33367ea1;54.306271;48.382031;75
e407495b-1ac2-428f-84ca-d2f150f23993;54.255829;48.281042;18
9a12c7d6-9a76-4983-b090-bf132b1d6636;53.543144;47.698332;23
1c2a0eba-1929-4d16-94dd-697a7e428712;53.149783;47.735387;24
7c1971b0-c573-4715-9e00-5c0fb0f29ade;54.23424;49.60516;49
5bdf238d-0073-4f95-b9a7-f3c4d0e9958c;54.267257;48.302269;60
0f3d5290-a402-4c94-ac80-a838240e4b2b;54.2248;49.5854;60
